# Data set of parameters, Gaussian fits, N=170
# h	   delta_h	 a		delta_a		sigma		delta_sigma
3.43084	   0.005248	 0.000877788	2.432e-05	0.000958985	1.505e-05
3.15175	   0.005387	 0.00103284	2.113e-05	0.000707681	1.033e-05
3.41431	   0.006034	 1.91668e-05	5.82e-07	2.04645e-05	3.351e-07
3.15251	   0.005376	 2.17781e-05	4.348e-07	1.50172e-05	2.051e-07
3.36199	   0.003048	 2.87364e-07	4.59e-09	2.95211e-07	2.954e-09
3.07311	   0.005335	 3.61334e-07	7.116e-09	2.34133e-07	3.413e-09
3.3052	   0.00248	 3.30244e-09	4.644e-11	3.22995e-09	3.434e-11
2.96178	   0.005732	 4.42124e-09	9.651e-11	2.61611e-09	4.794e-11
3.27011	   0.03206	 2.35089e-11	3.04e-12	2.24162e-11	1.241e-12
3.07144	   0.006176	 1.77997e-11	3.993e-13	1.26903e-11	1.779e-13
3.516	   0.0226	 1.97568e-14	5.826e-15	5.66792e-14	8.371e-15
3.1661	   0.008391	 4.74404e-14	1.811e-15	4.23824e-14	1.011e-15

