# Data set of parameters, Gaussian fits, N=174
# h	   delta_h	 a		delta_a		sigma		delta_sigma
3.04851	   0.3463	 0.00550779	0.003951	0.00293454	0.0007522
3.34677	   0.007228	 0.00112012	3.603e-05	0.00107808	1.808e-05
2.81963	   0.7054	 0.000180411	0.0002021	7.45986e-05	2.91e-05
3.38596	   0.006763	 2.19936e-05	7.176e-07	2.36276e-05	3.759e-07
2.75675	   0.4216	 2.91159e-06	1.894e-06	1.16382e-06	2.664e-07
3.31888	   0.006448	 4.01245e-07	1.154e-08	3.91909e-07	5.698e-09
3.29174	   0.02874	 8.82819e-09	9.61e-10	8.01937e-09	3.623e-10
3.20369	   0.005764	 5.85315e-09	1.331e-10	4.76776e-09	6.169e-11
3.5318	   0.02797	 1.48801e-11	4.071e-12	3.35757e-11	4.149e-12
3.2541	   0.0133	 3.10023e-11	1.801e-12	3.04163e-11	8.458e-13
3.5323	   0.01599	 5.75423e-14	1.187e-14	1.59738e-13	1.725e-14
3.2531	   0.009277	 1.32642e-13	6.379e-15	1.41349e-13	3.904e-15
